id,name_ukr,name_eng,gender,party,faction,convocation,date_oath,date_resignation,elected,age,education,specialization,committee,birthday,assistants,facebook,twitter
442,Шверк Григорій Аронович,Shverk Hryhoriy Aronovych,male,non-affiliated,Petro Poroshenko Block,8,17.09.2015,,party system,58,higher education,manager,Committee on Freedom of Speech and Information,20.07.1957,8,https://www.facebook.com/profile.php?id=100002045623753,
n/a,Шевченко Віктор Леонідович,Shevchenko Viktor Leonidovych,male,"politichna partiya ""ukrayinske ob_yednannya patriotiv _ ukrop""",,8,06.09.2016,,constituency,36,higher education,manager,Committee on economic policy,04.12.1980,9,https://www.facebook.com/Shevchenko.Viktor,
420,Шевченко Олександр Леонідович,Shevchenko Oleksandr Leonidovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,44,higher education,parliament member,Budget Committee,08.04.1971,17,https://www.facebook.com/olexandr.shevchenko.5,
421,Шенцев Дмитро Олексійович,Shentsev Dmytro Oleksiyovych,male,partiya regioniv,Opposition Bloc,8,27.11.2014,,constituency,50,higher education,parliament member,Committee on Legislative Support of Law Enforcement,28.11.1964,19,https://www.facebook.com/shencev/,
422,Шинькович Андрій Васильович,Shyn'kovych Andriy Vasyl'ovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,39,higher education,manager,"Committee on Construction, Transport, Housing and Communal Services and Communications",02.03.1976,18,,
423,Шипко Андрій Федорович,Shypko Andriy Fedorovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,45,higher education,parliament member,"Committee on Health, Maternity and Childhood",26.03.1970,29,https://www.facebook.com/profile.php?id=100008193793723,
424,Шкварилюк Володимир Васильович,Shkvarylyuk Volodymyr Vasyl'ovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,40,higher education,parliament member,Budget Committee,09.07.1974,24,,
425,Шкіря Ігор Миколайович,Shkirya Ihor Mykolayovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,49,higher education,parliament member,Committee on Transport and Communications,20.08.1965,13,https://www.facebook.com/profile.php?id=100014326445784,
426,Шкрум Альона Іванівна,Shkrum Al'ona Ivanivna,female,non-affiliated,"""Vseukrayins'ke obyednannya ""Bat'kivshchyna""",8,27.11.2014,,party system,27,higher education,lawyer,Committee on State Building and Local Self-Government,02.01.1988,18,https://www.facebook.com/alyxrum,
427,Шлемко Дмитро Васильович,Shlemko Dmytro Vasyl'ovych,male,"politichna partiya vseukrayinske ob'yednannya ""batkivshina""","""Vseukrayins'ke obyednannya ""Bat'kivshchyna""",8,27.11.2014,04.06.2015,party system,65,higher education,parliament member,,24.01.1950,0,,
428,Шпенов Дмитро Юрійович,Shpenov Dmytro Yuriyovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,constituency,36,higher education,parliament member,Committee on Rule of Law and Justice,20.12.1978,17,https://www.facebook.com/shpenov/,
429,Шурма Ігор Михайлович,Shurma Ihor Mykhaylovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,56,higher education,unemployment,"Committee on Health, Maternity and Childhood",26.09.1958,21,https://www.facebook.com/igor.shurma/,
430,Шуфрич Нестор Іванович,Shufrych Nestor Ivanovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,48,higher education,parliament member,Budget Committee,29.12.1966,21,https://www.facebook.com/profile.php?id=1525179317705986/,
431,Шухевич Юрій-Богдан Романович,Shukhevych Yuriy-Bohdan Romanovych,male,non-affiliated,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,82,secondary,unemployment,"Committee on Pensioners, Veterans and the Disabled",28.03.1933,3,,
432,Южаніна Ніна Петрівна,Yuzhanina Nina Petrivna,female,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,party system,50,higher education,manager,Tax and Customs Policy Committee,11.01.1965,7,https://www.facebook.com/NinaIuzhanina,
441,Юзькова Тетяна Леонідівна,Yuz'kova Tetyana Leonidivna,female,non-affiliated,Radical Party of Oleg Lyashko,8,24.12.2015,,party system,52,higher education,lawyer,Committee on Rule of Law and Justice,01.09.1963,8,https://www.facebook.com/profile.php?id=100011342879594,
433,Юрик Тарас Зіновійович,Yuryk Taras Zinoviyovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,34,higher education,manager,Tax and Customs Policy Committee,09.12.1980,20,https://www.facebook.com/profile.php?id=100000468266581,
434,Юринець Оксана Василівна,Yurynets' Oksana Vasylivna,female,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,37,higher education,self-employed,Committee on European Integration,27.02.1978,29,https://www.facebook.com/oksana.yurynets,https://twitter.com/Yurynets
435,Юрчишин Петро Васильович,Yurchyshyn Petro Vasyl'ovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,56,higher education,manager,Committee on Agrarian Policy and Land Relations,13.07.1958,25,https://www.facebook.com/YurchyshynPV/,
436,Яніцький Василь Петрович,Yanits'kyy Vasyl' Petrovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,42,higher education,lawyer,Committee on Rule of Law and Justice,14.01.1973,27,https://www.facebook.com/vasil.petrovich.yanitsky,
437,Яриніч Костянтин Володимирович,Yarynich Kostyantyn Volodymyrovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,44,higher education,doctor,"Committee on Health, Maternity and Childhood",10.09.1970,12,https://www.facebook.com/yarinichkv,
438,Ярош Дмитро Анатолійович,Yarosh Dmytro Anatoliyovych,male,"politichna partiya ""praviy sektor""",non-affiliated,8,27.11.2014,,constituency,43,higher education,unemployment,National Security and Defense Committee,30.09.1971,17,https://www.facebook.com/dyastrub,
439,Яценко Антон Володимирович,Yatsenko Anton Volodymyrovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,37,higher education,parliament member,Committee on Legislative Support of Law Enforcement,13.07.1977,11,https://www.facebook.com/YatsenkoAntonVolodymyrovych,
440,Яценюк Арсеній Петрович,Yatsenyuk Arseniy Petrovych,male,"politichna partiya ""narodniy front""",non-affiliated,8,27.11.2014,02.12.2014,party system,41,higher education,government,,22.05.1974,0,https://www.facebook.com/yatsenyuk.arseniy/,https://twitter.com/Yatsenyuk_AP
,Президент України,President,,,,,,,,,,,,,,,
,Кабінет Міністрів України,Government,,,,,,,,,,,,,,,
